page_nb;date;document_name;content
2.0;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015;"9.5 Effets de la résiliation. Dès l'expiration ou la résiliation du présent Contrat, a) MEDIACTIVE cessera de fournir les Services ; b) à l’exception de la résiliation par le Client prévu à l'Article 9.4, toutes les obligations de paiement du Client au titre du présent Contrat, notamment les Prix des Services mensuels dus jusqu'à la fin de la Durée indiquée sur le Devis, deviendront immédiatement exigibles. c) dans les (10) dix jours d’un tel événement, MEDIACTIVE fera tout son possible pour aider le Client à récupérer ses propres équipements et le Client devra pour sa part, enlever tous ses Equipements et "
3.0;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015;"tout autre bien installés dans les locaux de MEDIACTIVE et restituer le Centre d'Hébergement à MEDIACTIVE libre de toute occupation de matériel, dans l'état où il était avant l'installation de ses Equipements par le Client. A défaut, MEDIACTIVE pourra, à son choix et aux frais du Client, faire enlever ces biens et les mettre en dépôt, renvoyer les Equipements au Client, ou s'en séparer, sans que le Client ne puisse engager la responsabilité de MEDIACTIVE à cet égard. En outre, MEDIACTIVE se réserve un droit de rétention sur lesdits Equipements jusqu'au complet paiement des prestations. 9.6 MEDIACTIVE s’engage à proposer prioritairement au Client l’achat des matériels appartenant encore à MEDIACTIVE au terme de ce projet (Hardware, Software, procédures de documentation et tout autre élément…) qui pourraient permettre au Client de reconstituer sa solution informatique en propre ou avec l’aide d’un autre prestataire. MEDIACTIVE s’engage également à restituer au Client dans des délais qui seront convenus entre les Parties, à compter de la résiliation ou de l’extinction du contrat, tous les fichiers, données, logiciels spécifiques ou autre document qui appartiennent au Client ou qui ont été composé par le prestataire pour la bonne exécution des Services. De plus, les Parties pourront étudier la possibilité pour le Client de demander des prestations complémentaires et non comprises dans le Prix, telles que notamment la mise à disposition de moyens supplémentaires, les actions de formation, la préparation de l’environnement cible, l’aide au démarrage éventuelle, la logistique de déménagement. Dans ce dernier cas, MEDIACTIVE remettra une proposition décrivant les conditions (techniques, financières…) de la réalisation de telles prestations. En cas d’accord ce projet fera l’objet d’un contrat séparé entre les Parties. Les termes de l’article 9.2 si dessus demeurent réservés. 10. Maintien des dispositions. Les déclarations, garanties et engagements des Parties, ainsi que les obligations de garantie contre les recours, de confidentialité et les limitations de la responsabilité demeureront en vigueur après l'expiration, la résiliation ou l'annulation du Contrat. 11. Dispositions diverses. 11.1. Assurances. Le Client souscrira et conservera pendant toute la durée du présent Contrat (i) une assurance en responsabilité civile; (ii) une assurance responsabilité professionnelle, auprès d’une compagnie d’assurance notoirement solvable. Avant d'installer l'Equipement du Client dans le Centre d’Hébergement ou si MEDIACTIVE le demande, il lui fournira les certificats d'assurance prouvant que le niveau minimum d'assurance indiqué ci-dessus a été respecté. Avant d'installer l'Equipement du Client dans les locaux de MEDIACTIVE ou dans le Centre d’Hébergement, le Client s'engage à faire mentionner le nom de MEDIACTIVE en tant qu'assuré supplémentaire et à l'informer de la date de prise d'effet de cette assurance. 11.2. "
3.0;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015;"Force Majeure. Sauf en cas de défaut de paiement d'un montant dû en vertu des présentes, les Parties ne seront pas responsables des retards, inexécutions, préjudices, dommages, pertes, destructions ou du mauvais fonctionnement des équipements, ni des conséquences de ce qui précède, s'ils sont consécutifs à un incendie, un séisme, une inondation, un dégât des eaux, une grève ou une interruption de travail, une interruption des services publics, une coupure d'électricité, une explosion, des émeutes, un acte gouvernemental, une pénurie de matériel ou de fournitures, l'indisponibilité des moyens de transport, un acte ou une omission de tiers et tout autre événement indépendant de leur volonté de chaque partie. 11.3. Confidentialité. Chaque partie reconnaît que toutes les informations lui étant fournies par l'autre partie ou les informations de l'autre partie auxquelles elle a accès grâce au présent Contrat seront considérées comme confidentielles (ci-après les ""Informations Confidentielles"") à la partie qui les divulgue et demeureront sa propriété exclusive (la partie communiquant les Informations Confidentielles étant dénommée la ""Partie Divulgatrice"" et l'autre Partie la ""Partie Destinataire""). Chaque partie traitera les Informations Confidentielles ainsi que le contenu du présent Contrat, de manière confidentielle et, sauf pour les besoins de l'exécution de ses obligations prévues par le présent Contrat, la partie ne pourra les communiquer directement ou indirectement à quiconque en dehors de ses salariés ayant besoin de les connaître et acceptant d'être liés par les termes du présent Article, sans le consentement écrit de la Partie Divulgatrice. Ne seront pas considérées comme des Informations Confidentielles, les informations : (i) connues de la Partie Destinataire avant qu'elle ne les reçoive de la Partie Divulgatrice, directement ou indirectement, par une source n'ayant aucune obligation de confidentialité à l'égard de la Partie Divulgatrice; (ii) communiquées (sans divulgation de la Partie divulgatrice) à la Partie Destinataire, directement indirectement, par une source n'ayant pas d'obligation de confidentialité à l'égard de la Partie Divulgatrice ; (iii) devenues publiques ou cessant d'être secrètes ou confidentielles, sauf par une violation du présent Contrat par la Partie Destinataire; (iv) développées de manière indépendante par la Partie Destinataire; ou (v) que la loi ou un règlement ordonne de communiquer, à condition que la Partie Destinataire informe sans délai la Partie Divulgatrice de cette divulgation imminente et que la partie qui y est tenue collabore avec la Partie Divulgatrice pour réduire cette divulgation. 11.4. Absence de bail. Le présent Contrat est un contrat de services et non un contrat de bail, de location ou tout autre contrat créant des droits sur le Centre d’Hébergement partagé ou d'autres locaux de MEDIACTIVE, l'Equipement de MEDIACTIVE ou tout autre bien mobilier ou immobilier. 11.5 Marketing. Chaque partie accorde à l'autre le droit non exclusif, incessible et gratuit d'utiliser le nom, le logo et les autres marques de l'autre dans ses documents marketing et ses communiqués de presse, sous réserve de son accord préalable "
4.0;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015;écrit et des règles d'utilisation des marques qui pourraient être communiquées. L'image attachée aux noms commerciaux, marques, slogans et logos de chaque partie bénéficiera exclusivement à cette dernière. 11.6. Cession et revente. Les parties ne peuvent céder l'ensemble ou une partie de leurs droits ou obligations prévus dans le présent Contrat sans l'accord préalable et écrit de l'autre partie, sauf à un affilié ou à une société qui acquiert tous les actifs de la société cédante ou la majorité de son capital dans le cadre d’une fusion ou d’une acquisition. Toute tentative de cession ou autre opération de transfert sans cet accord sera nulle et non avenue. Le présent Contrat est opposable et bénéficie aux ayant-droits de chaque partie. Par ailleurs, le Client ne pourra pas revendre les Services. Pour les besoins du présent article 11.6, la fourniture d’hébergement sur le Web sur un Equipement du Client et/ou un service de FAI ne sont pas considérés comme une revente des Services. 11.7 Notifications. Toute notification requise par les présentes peut être remise en mains propres ou par porteur, envoyée par télécopie confirmée ou par courrier recommandé avec accusé de réception, à l'adresse de l'autre partie mentionnée sur la page des signatures du présent Contrat ou à toute autre adresse que celle ci indiquera dans une notification écrite. La notification est réputée valablement faite à la date de sa remise en mains propres ou par porteur, ou cinq (5) jours après son envoi par télécopie ou courrier. 11.8 Relation entre les Parties. Le présent Contrat ne crée aucune relation d'association, aucune société commune, relation de travail, franchise ou mandat entre les parties. 11.9 Modifications avant la signature. Le Client garantit que toutes les modifications qu'il a apportées au présent Contrat ont été clairement indiquées et qu'il n'a fait aucun changement n'étant pas clairement identifié comme tel. 11.10. 
4.0;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015;Droit applicable. Le présent Contrat et son interprétation sont régis par le droit français. Tout litige relatif à l’exécution ou à l’interprétation des présentes sera soumis à la compétence exclusive du Tribunal de Commerce de Paris. 12. Dispositions générales. Le présent Contrat, ainsi que la ou les Commandes de Services, le ou les Contrats de Niveau de Service et la ou les Annexes, les conditions Générales d’Utilisation de MEDIACTIVE, la politique anti-SPAM de MEDIACTIVE annexées, constituent l’intégralité de l’accord et de l’entente entre les parties en ce qui concerne l’objet des présentes, et remplace tout autre accord ou entente, écrit ou oral. Le présent Contrat ne peut être modifié que par un avenant signé par les deux parties. Si l'une de ses dispositions était annulée ou déclarée inopposable, les parties conviendront d’une disposition se rapprochant le plus possible de l'objectif économique de la disposition réputée nulle et les autres dispositions demeureront en vigueur. En cas de contradiction entre un document commercial pré-imprimé d'une partie et le présent Contrat, ce dernier prévaudra. Fait à Labège, le 22/06/2015 En deux exemplaires originaux, dont un pour chacune des Parties Pour le Client : Pour MEDIACTIVE Nom et titre du signataire dûment habilité Nom et titre du signataire dûment habilité 
5.0;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015;Addendum : Conditions de Co-localisation 1. Utilisation de l’espace. Le Client pourra utiliser l’Espace de Co-localisation MEDIACTIVE uniquement aux fins de maintenance et d’exploitation de l’équipement informatique de la manière nécessaire pour assurer le support des liens vers le Réseau MEDIACTIVE et du Réseau vers les tiers. 2. Equipement du Client. Sauf indication contraire dans les présentes, le Client est responsable de tous les aspects de l’installation et de l’enlèvement de son équipement, y compris l’apport de l’équipement, des outils et du matériel d’emballage connexes appropriés. Le Client installera son équipement dans l’Espace de Co-localisation MEDIACTIVE après obtention de l’autorisation appropriée d’accès aux locaux, accordée par MEDIACTIVE. Le Client enlèvera tout l’emballage de son équipement au plus vite après l’installation. Si le Client utilise un agent ou un tiers pour livrer, installer ou enlever son équipement, il assumera seul la responsabilité des actes de cette partie. Au gré du Client, MEDIACTIVE enlèvera et emballera l’équipement du Client et le placera dans un lieu désigné pour enlèvement, à la condition que le Client fournisse ou paie tous les emballages nécessaires, et paie les Prix des Services et charges d’emballage de MEDIACTIVE. Dans les cinq (5) jours suivant l’autorisation de MEDIACTIVE, le Client enlèvera son équipement du lieu désigné, ou prendra des dispositions, avec paiement d’avance, pour qu’un transporteur enlève et expédie cet équipement au Client. Dans les dix (10) jours suivant la résiliation des Services MEDIACTIVE, le Client enlèvera tout son équipement et tout autre bien des locaux de MEDIACTIVE, et restituera l’Espace de Co-localisation MEDIACTIVE à MEDIACTIVE dans l’état où il se trouvait avant l’installation du Client. Si le Client n’enlève pas ces biens dans ce délai de dix (10) jours, MEDIACTIVE, à son gré et aux Prix des Services du Client, pourra enlever et stocker ces biens, retourner cet équipement au Client ou s’en défaire sans engager sa responsabilité en cas de dommages connexes. 3. Procédures d’accès et de sécurité. Le Client ne pourra avoir accès à l’Espace de Co-localisation MEDIACTIVE que conformément aux Procédures d’Accès et de Sécurité relatives à la Co-localisation MEDIACTIVE qui figurent sur le site Web MEDIACTIVE, telles que mises à jour occasionnellement, sous réserve de la notification au Client de toute modification importante. MEDIACTIVE se réserve le droit d’interrompre, pour une cause valable, le droit de tout employé, agent ou représentant du Client de visiter les locaux MEDIACTIVE et/ou d’avoir accès à l’Espace de Co-localisation MEDIACTIVE en se fondant sur la conduite de ces employés, agents ou représentants. Le Client est tenu de s’assurer que la liste d’accès du Client est à jour et exacte. Le Client assumera la responsabilité de tout accès non autorisé à son équipement par le biais de l’Internet, et de toute utilisation de Services qui en résulterait. 4. Connexions tierces. Les connections du Client à tout élément à l’intérieur de l’Espace de Co-localisation autre que le Réseau MEDIACTIVE sont soumises à l’approbation de MEDIACTIVE. Les connexions du Client ne pourront être utilisées (i) pour fournir des services concurrents de MEDIACTIVE Internet Services à l’intérieur de l’installation de Co-localisation, ou (ii) pour aider d’autres personnes à fournir des services concurrents de MEDIACTIVE Internet Services à l’intérieur de l’installation de Co-localisation. L’utilisation de telles connexions est soumise à l’audit par MEDIACTIVE Internet Services, qui se réserve le droit d’interrompre toute connexion qui se trouve en violation de ce qui précède. Le Client est tenu de commander, assurer la maintenance, mettre fin et payer tout circuit provenant de sociétés de télécommunications approuvées par MEDIACTIVE Internet Services fourni au Client ou d’autres connexions croisées fournies au Client. 5. 
5.0;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015;Conditions de fonctionnement. Les équipements du Client hébergés dans l’espace de col-localisation loué par MEDIACTIVE doivent se conformer aux prescriptions de sécurité, notamment électriques, spécifiques au site de co-localisation, et qui pourront être communiquées par MEDIACTIVE sur demande du Client. Les spécifications standard de fourniture du service d’alimentation électrique dans les racks loués par MEDIACTIVE au Client au sein d’un centre de co-localisation sont conformes aux normes du marché, à savoir : Alimentation monophasée avec raccordement à la terre, protégée par un disjoncteur individuel de 16A, ou 32 A, et délivrée dans le rack en simple ou en double alimentation sur une réglette conforme NF. La puissance délivrée, incluse dans le coût de location du rack, est stipulée dans le devis de services. Des relevés de consommation électrique sont effectués périodiquement pour chaque rack. Toute consommation supérieure à la fourniture électrique indiquée dans le devis de services fera l’objet de facturation complémentaire à un prix de 20 Euros HT par ampère. Toute consommation anormale, c’est à dire dépassant les normes de capacité électrique et de refroidissement du centre de colocalisation par mètre carré, telles que définies par l’exploitant du centre de co-localisation, seront signalées au Client pour que celui-ci procède au remplacement ou à la répartition dans d’autres racks des équipements qui en sont responsables dans un délai d’un mois à partir de la notification. Si le Client ne procède pas à cette remise en conformité, MEDIACTIVE ne pourra être tenu responsable au titre de son contrat des éventuelles coupures d’alimentation ou d’un manque de refroidissement pour les racks concernés. A ce titre, dans le cas de détérioration desdits équipements, le Client ne pourra prétendre à aucune indemnisation. 6. Disponibilité de l’alimentation électrique. Si le Client a acheté un Espace de Co-localisation MEDIACTIVE, si les baies sont munies d’une double alimentation électrique et que le client respecte la consommation autorisée dans le devis de services, MEDIACTIVE garantit une disponibilité de l’alimentation électrique de 99,95 % pour l’Espace de Co-localisation du Client. En cas de délestage non programmé, MEDIACTIVE créditera le compte du Client d’un jour de redevance par heure d’interruption électrique sur la double alimentation électrique, à condition que le total de ces crédits ne dépasse pas un crédit maximum 
6.0;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015;cumulé de droits d’Espace de Co-localisation par ailleurs dus par le Client au titre d’un (1) mois civil, pour des défaillances intervenues au cours d’un (1) mois civil donné. 7. Température. MEDIACTIVE garanti une température moyenne stable dans l’ensemble de ses data centers de 23°C +/-4 degré Celsius avec une disponibilité de 99%. Si la disponibilité est inférieure aux SLA le client est en droit de réclamer des pénalités de un jour de redevance par heure de non disponibilité du service. à condition que le total de ces crédits ne dépasse pas un crédit maximum cumulé de droits d’Espace de Co-localisation par ailleurs dus par le Client au titre d’un (1) mois civil, pour des défaillances intervenues au cours d’un (1) mois civil donné. 8. Tarification. Les prix des services d’hébergement de MEDIACTIVE seront indexés annuellement proportionnellement à l’indice du coût de la construction publié trimestriellement par l’INSEE. Sera pris comme base de référence la moyenne des indices des trois premiers trimestres de l’année. L’indexation jouera de plein droit sans qu’aucune notification ne soit nécessaire. Si l’indice de l’INSEE venait à disparaître, l’indexation des prix prévue sera de 4 % l’an. MEDIACTIVE peut être amené à revoir les prix de l’électricité selon l’augmentation des tarifs des hébergeurs ou des tarifs EDF, des services de « remote hand » premier niveau et autres prestations additionnelles en fonction des conditions offertes par les hébergeurs. 
7.0;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015;"Addendum : Termes applicables au transit MEDIACTIVE 1. Utilisation applicable ; SPAM. Le Client se conformera à tout moment, et mettra l’utilisation du Service en conformité avec les Directives d’utilisation acceptable de MEDIACTIVE et avec la Politique MEDIACTIVE de lutte contre les messages parasites (SPAM). Si le Client viole les Directives d’utilisation acceptable de MEDIACTIVE et que MEDIACTIVE détermine, faisant usage raisonnable de son pouvoir discrétionnaire, que son Réseau ou ses activités pourraient s’en trouver affectés, MEDIACTIVE aura le droit d’interrompre immédiatement le Service. Dans les autres cas de violation des Directives d’utilisation acceptable de MEDIACTIVE et de la Politique de lutte contre les messages parasites, MEDIACTIVE signifiera une notification et donnera la possibilité d’y remédier, dans la mesure jugée raisonnablement appropriée par MEDIACTIVE, selon la nature de la violation, la disponibilité du Client et le fait qu’il y ait eu ou non violation répétée. MEDIACTIVE, faisant usage raisonnable de son pouvoir discrétionnaire, rétablira les Services une fois qu’il aura établi à sa satisfaction que toutes les violations ont cessé, et avec une assurance adéquate du fait que ces violations ne se reproduiront pas à l’avenir. 2. Utilisation illégale. Le Client collaborera à toute enquête sur l’utilisation prétendument illégale par le Client des installations MEDIACTIVE ou d’autres réseaux auxquels l’accès se fait par le Réseau MEDIACTIVE. MEDIACTIVE pourra interrompre le Service du Client si ce dernier ne collabore pas à cette enquête. En outre, MEDIACTIVE pourra modifier ou suspendre les Services du Client en cas d’utilisation illégale du Réseau MEDIACTIVE ou afin de se conformer à toute loi ou réglementation française. 3. Autres réseaux. Le Client est tenu de payer tous les Prix des Services, d'obtenir tout agrément nécessaire, et de se conformer à toute loi ou politique d’usage applicable à la transmission de données au-delà du Réseau MEDIACTIVE et/ou par l’intermédiaire d’autres réseaux publics et privés. MEDIACTIVE n’est pas responsable des performances ou défaillances de ces réseaux ou de leurs points d’interconnexion. "
8.0;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015;Contrat de Niveau de Service pour les Services de Transit IP et l’hébergement (CNS) MEDIACTIVE fournit ce Contrat de Niveau de Service (« CNS ») dans le cadre de ses Services de co-localisation et de transit IP. MEDIACTIVE déploiera des efforts commercialement raisonnables pour minimiser la Perte de Paquets Excédentaire et la Latence, et éviter les Immobilisations, de la manière décrite plus en détails ci-dessous. 1. Perte de Paquets et Latence. MEDIACTIVE n’assure pas la surveillance dynamique de la perte de paquets ni de la latence de transmission de clients spécifiques. MEDIACTIVE assure en revanche de manière dynamique une surveillance de la perte cumulée de paquets et des latences de transmissions sur ses réseaux LAN et WAN. Après la découverte ou l’information émanant du Client de pertes de paquets dépassant un pour cent (1 %) (la « Perte de Paquets Excédentaire ») ou d’un temps d’attente dans la transmission (« Latence »), sur la base des mesures de MEDIACTIVE, supérieure à l’une des valeurs suivantes : 120 millisecondes d’acheminement aller – retour entre deux routeurs situés sur la portion du territoire continental des Etats-Unis du Réseau MEDIACTIVE, 80 millisecondes d’acheminement aller – retour entre deux routeurs situés sur la portion européenne du Réseau MEDIACTIVE, ou 180 millisecondes d’acheminement aller – retour entre deux routeurs situés sur la portion New York – Londres ou Washington – Londres du Réseau MEDIACTIVE, MEDIACTIVE déploiera des efforts commercialement raisonnables pour déterminer la source de cette Perte de Paquets Excédentaire ou de Latence, et pour corriger ce problème dans la mesure où la source du problème réside sur le Réseau MEDIACTIVE. 2. Recours en cas de défaillance. Si deux (2) heures après avoir reçu notification d’une Perte de Paquets Excédentaire ou d’une Latence, MEDIACTIVE ne remédie pas à cette Perte de Paquets Excédentaire ou cette Latence, MEDIACTIVE créditera le compte du Client de la valeur des Prix des Services de transit IP proportionnel à cette Perte de Paquets Excédentaire ou cette Latence au-delà des deux (2) heures consécutives initiales, à condition que tous ces crédits ne dépassent pas, au total, un crédit maximum de Prix des Services de transit IP dus par ailleurs par le Client au cours d’un (1) mois civil pour des défaillances survenues au cours de toute période d’un (1) mois civil. 3. Incapacité à accéder à Internet (temps d’indisponibilité). MEDIACTIVE garantit une connectivité à 99 % du Réseau MEDIACTIVE à l’Internet, sans Temps d’Indisponibilité. Le terme « Temps d’Indisponibilité » désigne une perte de paquets subie par le Client dépassant cinquante pour cent (50 %), sur la base des mesures de MEDIACTIVE. Si le Client subit un Temps d’Indisponibilité, MEDIACTIVE créditera alors le compte du Client de la valeur des Prix des Services transit proportionnelle à ce Temps d’Indisponibilité, à condition que le total de ces crédits ne dépasse pas un crédit maximum total de Prix des Services de transit par ailleurs dû par le Client au cours d’un (1) mois civil, pour des défaillances intervenues au cours de toute période d’un (1) mois civil. 5. Demande de remise. Le Client doit informer MEDIACTIVE dans les (5) cinq jours ouvrables dès qu’il réunit les conditions pour bénéficier d’une remise prévue par le présent Article 5. A défaut, le Client perdra définitivement son droit à remise. Si le Client a droit à plusieurs remises au titre du présent Article 5, elles ne pourront en aucun cas se cumuler au-delà d'un montant correspondant au prix du Service pendant le mois civil au cours duquel les défaillances sont intervenues. MEDIACTIVE n'attribuera pas la remise prévue à l'Article 5 pour les Pertes de Paquets Excessives ou Temps de Latence pour lesquels le Client a reçu une remise. 
8.0;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015;6. Limitation des recours. Si le Client a droit à de multiples avoirs aux termes de l’article 1, ces avoirs ne pourront se cumuler au-delà d’un total d’avoirs, au titre d’un (1) mois civil, au cours d’un (1) mois civil dans tous les cas. MEDIACTIVE n’attribuera pas d’avoir aux termes de la section 2 au titre d’une Perte de Paquets Excédentaire ou d’une Latence pour laquelle le Client reçoit un avoir aux termes de la Section 3. Les Sections 2, 3 et 4 ci-dessus décrivent le recours unique et exclusif du Client au titre de tout défaut de la part du MEDIACTIVE de fournir des Services ou des niveaux de Service adéquats, y compris, notamment, toute interruption de service ou congestion du Réseau MEDIACTIVE. L’interruption ou la modification de Service par MEDIACTIVE conformément aux termes du présent Contrat ne sera pas réputée constituer un défaut de fourniture de niveaux de Service adéquats par MEDIACTIVE aux termes du présent Contrat. En aucun cas le Client n’aura droit à un quelconque avoir sur ses Prix des Services de Service si la latence ou le Temps d’Indisponibilité est causé par la tentative de la part du Client de dépasser le transit maximal de la connexion du Client vers le Réseau MEDIACTIVE ou de violer par ailleurs les termes du présent Contrat. 
9.0;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015;Service de connectivité ethernet 1 Description du services Le Service de Connectivité est une offre d’interconnexion de sites comprenant au moins 2 sites dans une même ville ou permettant de connecter entre eux deux sites situés dans deux villes différentes. Cette interconnexion se fait en mode sur différents supports (Ethernet,). Chaque site est connecté au réseau par une liaison dont les caractéristiques (débit Ethernet, connectique, Classe de service…) sont définies dans le Bon de Commande. Dans le cas d’une configuration entre 2 sites, les caractéristiques de raccordement des 2 sites doivent être identiques. Dans le cadre du Service, MEDIACTIVE met en oeuvre deux classes de service :  -  Classe de service Standard  -  Classe de service Plus, qui se distingue de la précédente par un Engagement sur le délai de Transit en plus des autres Garanties de Qualité de Service (Garantie de Délai de Rétablissement et Garantie de Taux de Disponibilité). 2 Garanties de qualité de service Les Garanties de Qualité de Service comprennent :  -  La Garantie de Délai de Rétablissement  -  La Garantie de Taux de Disponibilité  -  La Garantie de Délai de Transit 2.1 La Garantie de Délai de Rétablissement 2.1.1 Niveau d’engagement MEDIACTIVE s’engage à un Délai de Rétablissement par Site Client, tel que défini dans les Conditions Générales, inférieur ou égal à 4 heures pendant la Période de Couverture des Garanties souscrite. 2.1.2 Pénalités associées 
9.0;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015;En cas de non respect de la Garantie de Délai de Rétablissement, les Pénalités, exprimées en % de l’abonnement mensuel de l’accès du Site Client au Service, seront les suivantes : Délais de rétablissement Pénalités Entre 4H et 6H 50%> 6H 100%2.2 La Garantie de Taux de Disponibilité 2.2.1 Accès Fibre 2.2.1.1 Niveau d’engagement 
9.0;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015;MEDIACTIVE s’engage à un Taux de Disponibilité par Site Client, tel que défini dans le CNS, de 99,99% minimum. 2.2.1.2 Pénalités associées En cas de non respect de la Garantie de Taux de Disponibilité, les Pénalités, exprimées en % de l’abonnement mensuel de l’accès du Site Client au Service, seront les suivantes : Taux de Disponibilité Pénalités Entre 99,80% et 99,90% 25%< 99,80% 50%2.2.2 Accès Direct 
9.0;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015;2.2.2.1 Niveau d’engagement MEDIACTIVE s’engage à un Taux de Disponibilité par Site Client, tel que défini dans les Conditions Générales, de 99,85% minimum. 
10.0;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015;2.2.2.2 Pénalités associées En cas de non respect de la Garantie de Taux de Disponibilité, les Pénalités, exprimées en % de l’abonnement mensuel de l’accès du Site Client au Service, seront les suivantes : Taux de Disponibilité Pénalités Entre 99,70% et 99,85% 25%< 99,70% 50%2.3 La Garantie de Délai de Transit 2.3.1 Définition 
10.0;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015;Le Délai de Transit représente le temps mis par une trame Ethernet pour traverser le réseau de MEDIACTIVE entre deux Sites Client distants depuis le PAS désigné du premier Site Client par MEDIACTIVE jusqu’au PAS du second Site Client. 2.3.2 Niveau d’engagement MEDIACTIVE s’engage sur un Délai de Transit maximum de 50 ms si le Client a souscrit à la classe de service Plus sur le Service LAN to LAN Ethernet. Ce délai ne peut être garanti qu’entre des sites en Accès Fibre. 2.3.3 Pénalités associées En cas de non respect de la Garantie de Délai de Transit (calculé en milliseconde - ms), les Pénalités, exprimées en % de l’abonnement mensuel de l’accès du Site Client au Service, seront les suivantes : Délais de transit Pénalités Entre 50 ms et 75 ms 25%Au delà de 75 ms 
10.0;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015;50%3 MODALITES D’ACCES ET LIMITE DU SERVICE Le Service est fourni soit :  -  en Accès Fibre, tel que défini dans les Conditions Générales,  -  soit en Accès Direct, tel que défini dans les Conditions Générales, par Liaison Louée Ethernet. Si les Sites Client ne sont pas déjà reliés au réseau de MEDIACTIVE au moment de la souscription du Service, la Mise à Disposition de ce Service se fait dans les conditions prévues aux Conditions Générales. Si les Sites précités sont déjà reliés au réseau de MEDIACTIVE, MEDIACTIVE ne fournira que le Matériel nécessaire à la fourniture du Service. Si cette installation nécessite des aménagements supplémentaires, ceux-ci seront pris en charge par le Client. Les limites du Service et de responsabilité de MEDIACTIVE se situent au niveau de la prise de convertisseur opto-électrique fournie par MEDIACTIVE (prise RJ45 ou toute autre interface spécifiée par MEDIACTIVE), ainsi dénommé le « Matériel » constituant le Point d’Accès au Service (PAS) localisé dans les locaux du Client et/ou de son/ses partenaire(s). Les interfaces de livraison du Service sont précisées dans le Bon de Commande ou en Annexe. 
11.0;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015;"Conditions générales d’utilisation Conformément à la loi n°200-719 du 1er août 2000 modifiant la loi no 86-1067 du 30 septembre 1986 relative à la liberté de communication : Le Client est informé de l’existence de moyens techniques permettant de restreindre l’accès à certains services qui ont été mis à sa disposition par MEDIACTIVE au moment de la signature du contrat de colocalisation et/ou de transit IP. Le Client est informé qu’il est tenu de détenir et de conserver les données de nature à permettre l’identification de toute personne ayant contribué à la création d’un contenu mis à la disposition du public par des services dont il est prestataire et qu’il devra les communiquer aux autorités judiciaires sur simple requête de leur part. Le Client s’engage en outre à agir promptement pour empêcher l’accès au contenu d’un de ses services dès lors qu’il aura été saisi par une autorité judiciaire à cet effet. 1. Utilisation des Services 1.1 Le Client s'engage à utiliser les services de MEDIACTIVE (ci-après, « MEDIACTIVE ») conformément aux dispositions légales en vigueur y compris notamment celles qui régissent le commerce électronique, l’information, la protection des mineurs, le respect des personnes, la propriété intellectuelle, le chiffrement des données, les jeux et concours. A cet égard, les activités suivantes, dont la liste n’est pas exhaustive, sont interdites : Toute menace d’atteinte aux personnes, ou d’infraction aux biens ou toute autre forme d’infraction ; Toute utilisation du compte du Client pour présenter des produits et/ou services de manière illégale ; "
11.0;22/06/2015;PROPO_CONTRAT_IOT_VALLEY_2015;Toute forme d’assistance ou d’encouragement à l’une des activités décrites ci-dessus. Les activités expressément interdites dans les présentes Conditions Générales d’Utilisation (ci-après, « CGU ») et notamment celles décrites à l’article 2 relatif à l’Utilisation du Contenu et à l’article 4 relatif à la Sécurité des Systèmes Informatiques. 1.2 MEDIACTIVE se réserve le droit de vérifier le respect des CGU par le Client. En cas de manquement dûment constaté aux CGU, MEDIACTIVE adressera une mise en demeure de remédier dans un délai de 24 heures à compter de la réception de ladite mise en demeure. A défaut de réparer ledit manquement dans ce délai, MEDIACTIVE se réserve le droit de suspendre ou de couper l’accès au matériel. MEDIACTIVE s’engage à coopérer pour mettre à la disposition des autorités judiciaires les données de nature à permettre l’identification de toute personne ayant contribué à la création d’un contenu utilisant les services dont ils seraient prestataires. Le Client est informé que tout manquement aux présentes dispositions est susceptible d’engager sa responsabilité civile ou pénale. 1.3 Le Client demeure responsable de l’utilisation avec son accord ou à son insu des différents services de MEDIACTIVE et de l'espace de co-localisation. 2. Utilisation du Contenu 2.1 
